Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000351,trophoblast cell,IL1RN,cytokine,Negative,1,218.27
CL_0002544,aortic endothelial cell,TNF,cytokine,Unknown,1,4.25
CL_0000650,mesangial cell,CXCL10,cytokine,Unknown,1,23.97
CL_0000912,helper T cell,IL4,cytokine,Unknown,1,2.36
CL_0000138,chondrocyte,TGFB2,cytokine,Positive,1,4.96
CL_0000542,lymphocyte,TNFSF9,cytokine,Unknown,1,1.71
CL_0000863,inflammatory macrophage,CXCL16,cytokine,Unknown,1,360.63
CL_0002322,embryonic stem cell,CCL2,cytokine,Positive,1,3.28
CL_0002327,mammary epithelial cell,TGF,cytokine,Negative,1,489.13
CL_0000192,smooth muscle cell,IL4,cytokine,Unknown,1,1.94
CL_0000763,myeloid cell,IL4,cytokine,Negative,1,3.66
CL_0000503,theca cell,IL18,cytokine,Positive,1,328.06
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IFNL3,cytokine,Negative,1,100.53
CL_0000738,leukocyte,CCL3,cytokine,Negative,1,7.06
CL_0000890,alternatively activated macrophage,IFNG,cytokine,Unknown,1,1.49
CL_0000584,enterocyte,TGFA,cytokine,Negative,1,192.58
CL_0000541,melanoblast,FGF2,cytokine,Positive,1,28.22
CL_0000214,synovial cell,IL17A,cytokine,Positive,1,4.73
CL_0000903,natural T-regulatory cell,IFNB1,cytokine,Unknown,1,321.99
CL_0000061,cementoblast,TNF,cytokine,Negative,1,19.37
CL_0000233,platelet,IL27,cytokine,Negative,1,7.28
CL_0000129,microglial cell,IL6,cytokine,Negative,1,1.24
CL_0002148,dental pulp cell,IL17,cytokine,Positive,1,31.28
CL_0000187,muscle cell,IL6,cytokine,Positive,1,0.82
CL_0000546,T-helper 2 cell,IL24,cytokine,Unknown,1,82.94
CL_0000624,"CD4-positive, alpha-beta T cell",IL3,cytokine,Positive,1,0.27
CL_1000497,kidney cell,TGFB,cytokine,Positive,1,5.42
CL_0000814,mature NK T cell,IL13,cell,Positive,1,12.27
CL_0000115,endothelial cell,TNFSF15,cytokine,Unknown,1,14
CL_0000160,goblet cell,IL13,cytokine,Unknown,1,28.48
CL_0000625,"CD8-positive, alpha-beta T cell",IL20,cytokine,Positive,1,13.43
CL_0002034,long term hematopoietic stem cell,IFNA,cytokine,Positive,1,132.12
CL_1000490,mesothelial cell of peritoneum,TGFB1,cytokine,Negative,1,73
CL_0000084,T cell,IL1RN,cytokine,Negative,1,0.99
CL_0000081,blood cell,IL12,cytokine,Negative,1,58.35
CL_0000047,neuronal stem cell,IL10,cell,Positive,1,2.8
CL_0000815,regulatory T cell,IL12,cytokine,Positive,1,1.09
CL_0000113,mononuclear phagocyte,CSF1,cytokine,Negative,1,25.01
CL_0000899,T-helper 17 cell,IL2,cytokine,Unknown,1,0.41
CL_0000451,dendritic cell,CCL22,cell,Positive,1,16.85
CL_0000136,fat cell,TGFB1,cytokine,Unknown,1,0.97
CL_0000023,oocyte,LIF,cytokine,Positive,1,29.55
CL_0000041,mature eosinophil,IL5,cytokine,Unknown,1,212.43
CL_0000034,stem cell,IL12,cytokine,Unknown,1,1.19
CL_0000125,glial cell,IFNA,cytokine,Negative,1,15.96
CL_0000169,type B pancreatic cell,TGFB1,cytokine,Positive,1,1.16
CL_0000127,astrocyte,CX3CL1,cytokine,Unknown,1,19.37
CL_0000084,T cell,FGF1,cytokine,Positive,1,0.27
CL_0000795,"CD8-positive, alpha-beta regulatory T cell",IL4,cytokine,Positive,1,14.82
CL_0000771,eosinophil,IL22,cytokine,Unknown,1,2.78
CL_0000819,B-1 B cell,IL9,cytokine,Unknown,1,262.9
CL_0000540,neuron,IL18,cytokine,Negative,1,5.27
CL_0000990,conventional dendritic cell,IFNG,cytokine,Positive,1,1.44
CL_0000547,proerythroblast,EPO,cytokine,Negative,1,515.1
CL_0000038,erythroid progenitor cell,CSF1,cytokine,Negative,1,13.84
CL_0000576,monocyte,IL15,cytokine,Positive,1,0.11
CL_0000545,T-helper 1 cell,IL21,cell,Positive,1,0.98
CL_0002563,intestinal epithelial cell,IL15,cytokine,Negative,1,31.29
CL_0000775,neutrophil,TNFSF8,cytokine,Positive,1,7.33
CL_0000019,sperm,CXCL16,cytokine,Unknown,1,510.9
CL_0000115,endothelial cell,CCL15,cytokine,Positive,1,11.11
CL_0000135,fibrocyte,TGFB,cytokine,Negative,1,15.44
CL_0000056,myoblast,CSF1,cytokine,Unknown,1,7.27
CL_0000738,leukocyte,CXCL16,cytokine,Positive,1,3.68
CL_0000137,osteocyte,FGF2,cytokine,Unknown,1,24.69
CL_0000084,T cell,CCL22,cell,Positive,1,0.9
CL_0000893,thymocyte,PPBP,cell,Positive,1,3.87
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CCL5,cell,Positive,1,96.17
CL_0000135,fibrocyte,TGFB3,cytokine,Negative,1,1918.89
CL_0000056,myoblast,CXCL8,cytokine,Unknown,1,3.38
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL35,cytokine,Positive,1,5.4
CL_0000137,osteocyte,IL6,cytokine,Unknown,1,10.71
CL_0000583,alveolar macrophage,IL10,cytokine,Positive,1,0.41
CL_0000501,granulosa cell,TGFB1,cytokine,Negative,1,36.5
CL_0002248,pluripotent stem cell,FGF2,cytokine,Unknown,1,131.67
CL_0000545,T-helper 1 cell,CCL19,cytokine,Positive,1,19.62
CL_0000138,chondrocyte,IL1A,cytokine,Unknown,1,4.73
CL_0000082,epithelial cell of lung,IL17A,cytokine,Negative,1,74.62
CL_0000576,monocyte,CD40LG,cytokine,Negative,1,0.64
CL_0000515,skeletal muscle myoblast,EPO,cell,Positive,1,381.29
CL_0000057,fibroblast,IL33,cytokine,Negative,1,2.84
CL_0001042,T-helper 22 cell,IL23,cytokine,Positive,1,60.62
CL_0000499,stromal cell,TGFA,cytokine,Positive,1,3.68
CL_0000624,"CD4-positive, alpha-beta T cell",TNFSF9,cytokine,Negative,1,3.53
CL_0000453,Langerhans cell,IL6,cytokine,Positive,1,1.81
CL_0002619,adult endothelial progenitor cell,CSF3,cytokine,Negative,1,11.18
CL_0002139,endothelial cell of vascular tree,IL17F,cytokine,Positive,1,97.76
CL_0000542,lymphocyte,CXCL16,cytokine,Positive,1,3.07
CL_0000236,B cell,EPO,cytokine,Unknown,1,0.59
CL_0000182,hepatocyte,IL15,cell,Positive,1,0.78
CL_0000057,fibroblast,CXCL8,cytokine,Unknown,1,0.25
CL_0000647,multinucleated giant cell,CCL26,cytokine,Unknown,1,601.06
CL_0000624,"CD4-positive, alpha-beta T cell",IL18,cytokine,Negative,1,2.08
CL_0000096,mature neutrophil,CXCL2,cytokine,Unknown,1,76.03
CL_0000499,stromal cell,CCL5,cytokine,Positive,1,5.35
CL_0000786,plasma cell,IL1,cytokine,Positive,1,1.54
CL_0000127,astrocyte,IL33,cytokine,Negative,1,11.24
CL_0000134,mesenchymal cell,TGFB1,cytokine,Negative,1,6.05
CL_0000767,basophil,TGFB1,cytokine,Unknown,1,1.72
CL_0000899,T-helper 17 cell,CSF3,cytokine,Positive,1,0.41
CL_0000128,oligodendrocyte,PDGFA,cytokine,Unknown,1,314.4
CL_0000136,fat cell,IFNG,cytokine,Unknown,1,0.25
CL_0000624,"CD4-positive, alpha-beta T cell",CCL6,cytokine,Positive,1,1.88
CL_0000115,endothelial cell,EPO,cytokine,Negative,1,2.35
CL_0000586,germ cell,FGF2,cytokine,Positive,1,12.54
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CD40LG,cytokine,Positive,1,4.84
CL_0000738,leukocyte,IL12,cytokine,Unknown,1,0.38
CL_0002539,aortic smooth muscle cell,TGFB,cytokine,Positive,1,7.74
CL_0000084,T cell,CX3CL1,cytokine,Unknown,1,0.51
CL_0000912,helper T cell,IL6,cytokine,Unknown,1,1.95
CL_0000235,macrophage,CCL1,cytokine,Negative,1,18.2
CL_0002334,preadipocyte,PDGF,cytokine,Unknown,1,109.28
CL_0000545,T-helper 1 cell,IL12B,cytokine,Negative,1,35.21
CL_0000863,inflammatory macrophage,IL1B,cytokine,Positive,1,2.78
CL_0000893,thymocyte,CCL25,cytokine,Unknown,1,108.7
CL_0002322,embryonic stem cell,GDF15,cytokine,Positive,1,20.62
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL12,cytokine,Negative,1,1.41
CL_0000738,leukocyte,CCL5,cytokine,Unknown,1,5.04
CL_0000092,osteoclast,IL4,cytokine,Positive,1,0.16
CL_0000890,alternatively activated macrophage,IL13,cytokine,Unknown,1,30.42
CL_0000148,melanocyte,EPO,cytokine,Unknown,1,12.92
CL_0000214,synovial cell,OSM,cytokine,Positive,1,54.68
CL_0000557,granulocyte monocyte progenitor cell,IL10,cytokine,Positive,1,0.59
CL_0000129,microglial cell,PF4,cytokine,Unknown,1,5.22
CL_0000066,epithelial cell,IL7,cell,Positive,1,0.59
CL_0002328,bronchial epithelial cell,IL17,cytokine,Unknown,1,9.12
CL_0000182,hepatocyte,RETN,cytokine,Positive,1,6.8
CL_0000235,macrophage,IL5,cytokine,Negative,1,0.45
CL_0000855,sensory hair cell,FGF2,cytokine,Unknown,1,395.02
CL_0000091,Kupffer cell,CCL2,cytokine,Positive,1,1.36
CL_0000499,stromal cell,IL15,cytokine,Unknown,1,3.27
CL_0002138,endothelial cell of lymphatic vessel,CXCL12,cytokine,Positive,1,9.79
CL_0000160,goblet cell,IL22,cytokine,Unknown,1,54.35
CL_0000625,"CD8-positive, alpha-beta T cell",IL22,cell,Positive,1,0.99
CL_0000542,lymphocyte,CCL18,cytokine,Unknown,1,20.65
CL_1000491,mesothelial cell of pleura,TGFB,cytokine,Unknown,1,47.42
CL_0000182,hepatocyte,CXCL10,cytokine,Negative,1,10.51
CL_0000815,regulatory T cell,IL21,cytokine,Positive,1,3.5
CL_0001035,bone cell,IL4,cytokine,Positive,1,4.94
CL_0000451,dendritic cell,CSF3,cytokine,Positive,1,0.32
CL_0000312,keratinocyte,IL21,cytokine,Negative,1,5.19
CL_0000023,oocyte,TGFB1,cytokine,Unknown,1,4.93
CL_0000115,endothelial cell,IL15,cytokine,Unknown,1,0.96
CL_0000125,glial cell,IL10,cytokine,Unknown,1,2.62
CL_0002063,type II pneumocyte,CCL6,cell,Positive,1,499.07
CL_0000625,"CD8-positive, alpha-beta T cell",CCL26,cytokine,Negative,1,12.6
CL_0000127,astrocyte,EPO,cytokine,Negative,1,7.03
CL_0000771,eosinophil,IL27,cytokine,Unknown,1,2.85
CL_0000820,B-1a B cell,IL5,cytokine,Positive,1,30.35
CL_0000145,professional antigen presenting cell,IFNA,cytokine,Negative,1,18.16
CL_0000545,T-helper 1 cell,IL23,cytokine,Positive,1,2.08
CL_0002563,intestinal epithelial cell,IL21,cytokine,Positive,1,5.4
CL_0000060,odontoblast,IL1B,cytokine,Positive,1,5.55
CL_0000134,mesenchymal cell,HGF,cytokine,Positive,1,3.05
CL_0000037,hematopoietic stem cell,IL17A,cytokine,Positive,1,6.94
CL_0000540,neuron,IL3,cytokine,Negative,1,5.44
CL_0000575,corneal epithelial cell,IL6,cytokine,Positive,1,12.24
CL_0000235,macrophage,CSF3,cytokine,Unknown,1,0.1
CL_0000545,T-helper 1 cell,IL32,cytokine,Positive,1,7.06
CL_0002563,intestinal epithelial cell,IL7,cytokine,Positive,1,3.05
CL_0000017,spermatocyte,IL6,cytokine,Positive,1,24.48
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL15,cytokine,Negative,1,90.88
CL_0000442,follicular dendritic cell,IL10,cytokine,Negative,1,56.25
CL_0000738,leukocyte,HGF,cytokine,Positive,1,0.62
CL_0000583,alveolar macrophage,IL22,cell,Positive,1,8.9
CL_0000771,eosinophil,CCL7,cytokine,Positive,1,6.36
CL_0000813,memory T cell,CCL26,cytokine,Positive,1,39.94
CL_0002483,hair follicle melanocyte,IL1A,cytokine,Unknown,1,505.84
CL_0000540,neuron,CSF2,cytokine,Positive,1,0.17
CL_0000545,T-helper 1 cell,CCL4,cytokine,Unknown,1,8.47
CL_0000236,B cell,IL32,cell,Positive,1,3.39
CL_0000082,epithelial cell of lung,IL22,cytokine,Negative,1,129.35
CL_0002620,skin fibroblast,IFNG,cell,Positive,1,1.72
CL_0000763,myeloid cell,HGF,cytokine,Positive,1,4.56
CL_0002061,T-helper 9 cell,IL10,cell,Positive,1,3.47
CL_0000592,large luteal cell,CXCL8,cytokine,Positive,1,83.18
CL_0002619,adult endothelial progenitor cell,CXCL10,cytokine,Positive,1,8.76
CL_0000094,granulocyte,IFNG,cytokine,Unknown,1,0.36
CL_0000623,natural killer cell,LTA,cytokine,Negative,1,9.97
CL_0000542,lymphocyte,EPO,cytokine,Negative,1,1.8
CL_0000233,platelet,IFN1,cytokine,Negative,1,5.83
CL_0002368,respiratory epithelial cell,IL22,cytokine,Positive,1,12.59
CL_0000182,hepatocyte,IL18,cytokine,Negative,1,5.79
CL_0000451,dendritic cell,IL27,cytokine,Unknown,1,8.88
CL_0000647,multinucleated giant cell,IL18,cell,Positive,1,48.41
CL_0000624,"CD4-positive, alpha-beta T cell",IL1B,cytokine,Unknown,1,0.26
CL_0000115,endothelial cell,OSM,cytokine,Unknown,1,19.44
CL_0000499,stromal cell,CXCL12,cytokine,Unknown,1,3.34
CL_0000623,natural killer cell,CXCL14,cytokine,Positive,1,7.38
CL_0000653,glomerular visceral epithelial cell,IL1B,cytokine,Unknown,1,4.29
CL_0000738,leukocyte,TGFB2,cytokine,Negative,1,13.35
CL_0000134,mesenchymal cell,TGFB3,cytokine,Unknown,1,122.18
CL_1001319,bladder cell,CCL2,cytokine,Unknown,1,16.95
CL_0000037,hematopoietic stem cell,TNF,cytokine,Positive,1,0.15
CL_0000540,neuron,THPO,cytokine,Positive,1,1.27
CL_0000910,cytotoxic T cell,IL17,cytokine,Negative,1,10.94
CL_0000121,Purkinje cell,TNF,cytokine,Positive,1,6.68
CL_0000576,monocyte,PF4,cytokine,Positive,1,0.22
CL_0000128,oligodendrocyte,TGFB1,cytokine,Positive,1,1.13
CL_0000136,fat cell,IL17A,cytokine,Unknown,1,5.6
CL_0000586,germ cell,TGFB,cytokine,Positive,1,3.01
CL_0002372,myotube,IL15,cytokine,Unknown,1,52.35
CL_0000169,type B pancreatic cell,CCL5,cytokine,Positive,1,43.45
CL_0000738,leukocyte,IL15,cytokine,Unknown,1,0.88
CL_1001607,articular chondrocyte,IL1,cytokine,Unknown,1,12.99
CL_0000084,T cell,CXCL11,cytokine,Negative,1,15.8
CL_0000837,hematopoietic multipotent progenitor cell,IL6,cytokine,Positive,1,16.32
CL_0000158,Clara cell,IL1B,cytokine,Positive,1,31.46
CL_0000232,erythrocyte,FGF2,cytokine,Positive,1,1.41
CL_0000545,T-helper 1 cell,IL16,cytokine,Unknown,1,13.15
CL_0000746,cardiac muscle cell,TGFB,cytokine,Unknown,1,1.49
CL_0002240,marrow fibroblast,IL1A,cytokine,Positive,1,433.63
CL_0000192,smooth muscle cell,SPP1,cytokine,Unknown,1,22.21
CL_0002322,embryonic stem cell,IL1B,cytokine,Negative,1,12.76
CL_0000738,leukocyte,CCL7,cytokine,Unknown,1,21.49
CL_0000890,alternatively activated macrophage,IL21,cytokine,Positive,1,7.48
CL_0000595,enucleate erythrocyte,TNF,cytokine,Negative,1,4.35
CL_0000214,synovial cell,TGFB1,cytokine,Positive,1,0.82
CL_0002319,neural cell,IL1B,cytokine,Unknown,1,22.02
CL_0000138,chondrocyte,CSF2,cell,Positive,1,0.39
CL_0002328,bronchial epithelial cell,TGFB,cytokine,Negative,1,7.2
CL_0000700,dopaminergic neuron,IFNG,cytokine,Unknown,1,3.44
CL_0000057,fibroblast,IL10,cytokine,Unknown,1,0.15
CL_0000187,muscle cell,TNF,cytokine,Unknown,1,1.56
CL_0000814,mature NK T cell,IL7,cytokine,Unknown,1,14.15
CL_0002138,endothelial cell of lymphatic vessel,IFNB1,cytokine,Positive,1,14.72
CL_0000233,platelet,CCL2,cytokine,Positive,1,0.12
CL_0000236,B cell,CCL7,cell,Positive,1,5.65
CL_0000129,microglial cell,CCL26,cytokine,Positive,1,5.47
CL_0000182,hepatocyte,CXCL2,cytokine,Unknown,1,10.6
CL_0000899,T-helper 17 cell,IL23A,cytokine,Positive,1,190.42
CL_0000451,dendritic cell,CXCL8,cell,Positive,1,0.42
CL_0002404,fetal thymocyte,IL7,cytokine,Unknown,1,108.47
CL_0000113,mononuclear phagocyte,IL22,cytokine,Unknown,1,44.82
CL_0000624,"CD4-positive, alpha-beta T cell",IL1,cytokine,Negative,1,0.56
CL_0000312,keratinocyte,IL24,cytokine,Negative,1,125.49
CL_0002629,mature microglial cell,TGFB1,cytokine,Negative,1,20.14
CL_0000034,stem cell,IL5,cytokine,Positive,1,0.6
CL_0000125,glial cell,IL17A,cytokine,Unknown,1,22.33
CL_0000731,urothelial cell,CXCL8,cytokine,Positive,1,83.18
CL_0000738,leukocyte,IL33,cytokine,Unknown,1,1.52
CL_0000100,motor neuron,CCL2,cytokine,Unknown,1,16.15
CL_0000312,keratinocyte,IL36G,cytokine,Negative,1,460.13
CL_0000824,mature natural killer cell,CXCL8,cytokine,Positive,1,0.63
CL_0000767,basophil,CCL3,cytokine,Positive,1,5.65
CL_0000037,hematopoietic stem cell,IL27,cytokine,Unknown,1,14.4
CL_0000540,neuron,IL4,cytokine,Positive,1,0.12
CL_0000235,macrophage,CX3CL1,cytokine,Positive,1,0.25
CL_0000145,professional antigen presenting cell,IL12,cytokine,Positive,1,1.77
CL_0000038,erythroid progenitor cell,IL33,cell,Positive,1,5.92
CL_0000128,oligodendrocyte,CXCL12,cytokine,Unknown,1,13.17
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL6,cell,Positive,1,6.88
CL_0000115,endothelial cell,CSF2,cytokine,Unknown,1,0.34
CL_0000642,folliculostellate cell,TGFB,cytokine,Positive,1,18.07
CL_0000056,myoblast,IL15,cytokine,Positive,1,2.78
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",LIF,cytokine,Positive,1,2.65
CL_0000738,leukocyte,IFNA,cytokine,Negative,1,1.11
CL_0002064,pancreatic acinar cell,TNF,cytokine,Negative,1,23.68
CL_0000583,alveolar macrophage,TNF,cytokine,Unknown,1,0.77
CL_0000813,memory T cell,IL10,cytokine,Negative,1,9.16
CL_0000912,helper T cell,CXCL13,cytokine,Unknown,1,90.48
CL_0000540,neuron,CX3CL1,cytokine,Negative,1,13.04
CL_0000322,pneumocyte,IL16,cell,Positive,1,98.22
CL_0000902,induced T-regulatory cell,IL2,cell,Positive,1,1.07
CL_0000775,neutrophil,IL21,cytokine,Unknown,1,0.58
CL_0000911,effector T cell,IL1B,cytokine,Unknown,1,4.79
CL_0000763,myeloid cell,IL1,cytokine,Unknown,1,2.42
CL_0002061,T-helper 9 cell,IL4,cytokine,Positive,1,2.82
CL_0000092,osteoclast,IL15,cytokine,Positive,1,0.64
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CCL25,cytokine,Negative,1,100.53
CL_0002224,lens epithelial cell,PDGFA,cytokine,Positive,1,583.95
CL_0007011,enteric neuron,HGF,cytokine,Positive,1,587.87
CL_0000556,megakaryocyte,PF4,cytokine,Unknown,1,11.71
CL_0000094,granulocyte,IL10,cytokine,Positive,1,0.27
CL_0000623,natural killer cell,TGFA,cytokine,Unknown,1,2.78
CL_0000625,"CD8-positive, alpha-beta T cell",TNFSF4,cytokine,Positive,1,2.98
CL_0000233,platelet,IFNG,cytokine,Unknown,1,0.08
CL_0000066,epithelial cell,IL17,cytokine,Negative,1,2.69
CL_0000129,microglial cell,IL12B,cytokine,Positive,1,6.97
CL_0000775,neutrophil,CXCL6,cytokine,Negative,1,29.23
CL_0002368,respiratory epithelial cell,TGFB1,cytokine,Unknown,1,4.42
CL_0000187,muscle cell,CX3CL1,cytokine,Negative,1,107.79
CL_0000546,T-helper 2 cell,IL11,cytokine,Negative,1,33
CL_0000062,osteoblast,OSM,cytokine,Positive,1,16.17
CL_0000499,stromal cell,CXCL8,cytokine,Unknown,1,1.14
CL_0000786,plasma cell,LTA,cytokine,Unknown,1,89.58
CL_0000738,leukocyte,TNFSF15,cytokine,Positive,1,3.68
CL_0000127,astrocyte,PDGFA,cytokine,Unknown,1,69.75
CL_0000084,T cell,IL17,cytokine,Negative,1,0.23
CL_1001319,bladder cell,IFNA,cytokine,Negative,1,52.68
CL_0000632,hepatic stellate cell,FGF2,cytokine,Negative,1,34.62
CL_0002609,neuron of cerebral cortex,EPO,cytokine,Positive,1,36.91
CL_0000910,cytotoxic T cell,IL1B,cytokine,Unknown,1,2.9
CL_0000576,monocyte,TGFA,cell,Positive,1,0.66
CL_0000899,T-helper 17 cell,IL10,cytokine,Unknown,1,0.75
CL_0002453,oligodendrocyte precursor cell,FGF2,cytokine,Unknown,1,395.02
CL_0000136,fat cell,IL32,cytokine,Positive,1,13.32
CL_0000624,"CD4-positive, alpha-beta T cell",CSF3,cytokine,Unknown,1,0.26
CL_0000312,keratinocyte,IL15,cytokine,Positive,1,0.47
CL_0000034,stem cell,EPO,cytokine,Negative,1,6.85
CL_0002372,myotube,TGFB1,cytokine,Positive,1,4.58
CL_0000169,type B pancreatic cell,EGF,cytokine,Positive,1,21.39
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",IL21,cytokine,Positive,1,9.41
CL_0000738,leukocyte,IL17A,cytokine,Negative,1,3.53
CL_1001607,articular chondrocyte,IL1RN,cell,Positive,1,42.08
CL_0000771,eosinophil,IL16,cytokine,Unknown,1,7.1
CL_0000860,classical monocyte,IL10,cytokine,Negative,1,28.12
CL_0000235,macrophage,CCL20,cytokine,Positive,1,0.45
CL_0000545,T-helper 1 cell,IL17A,cytokine,Negative,1,6.77
CL_0000746,cardiac muscle cell,THPO,cytokine,Positive,1,4.96
CL_0000099,interneuron,CXCL12,cytokine,Negative,1,278.72
CL_0000097,mast cell,CCL4,cytokine,Positive,1,3.12
CL_0002322,embryonic stem cell,IL4,cytokine,Positive,1,1
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL17A,cytokine,Positive,1,0.73
CL_0000890,alternatively activated macrophage,IL6,cytokine,Negative,1,8.87
CL_0000148,melanocyte,IFNG,cytokine,Positive,1,0.53
CL_0000214,synovial cell,TNFSF15,cytokine,Positive,1,39.37
CL_0002319,neural cell,TNF,cytokine,Unknown,1,6.23
CL_0000542,lymphocyte,IL18,cytokine,Positive,1,0.29
CL_0000084,T cell,TNFSF13B,cytokine,Negative,1,1.83
CL_0000449,brown fat cell,TGFB,cytokine,Negative,1,86.44
CL_0000700,dopaminergic neuron,TGFB1,cytokine,Negative,1,61.47
CL_0000235,macrophage,LIF,cytokine,Negative,1,3.83
CL_0000216,Sertoli cell,GDF15,cytokine,Positive,1,46.79
CL_0000057,fibroblast,IL15,cytokine,Unknown,1,0.72
CL_0000218,myelinating Schwann cell,CCL3,cytokine,Unknown,1,95.08
CL_0002419,mature T cell,IL7,cytokine,Positive,1,46.49
CL_0000499,stromal cell,IL23,cytokine,Positive,1,4.03
CL_0002138,endothelial cell of lymphatic vessel,IL1B,cytokine,Positive,1,3.78
CL_0000160,goblet cell,TGFB1,cytokine,Positive,1,1.56
CL_0000542,lymphocyte,CCL4,cytokine,Unknown,1,3.68
CL_0000236,B cell,CD70,cytokine,Positive,1,28.72
CL_0000129,microglial cell,CD40LG,cytokine,Positive,1,0.54
CL_0000084,T cell,IL23,cytokine,Negative,1,1.49
CL_0000182,hepatocyte,EPO,cytokine,Negative,1,4.56
CL_0000775,neutrophil,CCL4,cytokine,Positive,1,0.6
CL_0000815,regulatory T cell,TGF,cytokine,Positive,1,22.19
CL_0000066,epithelial cell,EGF,cytokine,Unknown,1,10.16
CL_0000129,microglial cell,CSF2,cytokine,Unknown,1,0.95
CL_0000775,neutrophil,CD40LG,cytokine,Negative,1,0.68
CL_0000899,T-helper 17 cell,IL7,cytokine,Negative,1,6.45
CL_0000115,endothelial cell,IL20,cytokine,Negative,1,132.89
CL_0000034,stem cell,PF4,cytokine,Positive,1,1.56
CL_0000125,glial cell,TGFA,cytokine,Positive,1,14.27
CL_0000898,naive T cell,TNF,cytokine,Unknown,1,1.46
CL_0000359,vascular associated smooth muscle cell,IL11,cytokine,Positive,1,31.6
CL_0000625,"CD8-positive, alpha-beta T cell",CXCL12,cytokine,Positive,1,0.45
CL_0000738,leukocyte,LECT2,cytokine,Positive,1,8.37
CL_0000127,astrocyte,IL1,cytokine,Unknown,1,1.06
CL_0000767,basophil,CXCL8,cytokine,Positive,1,0.56
CL_0000037,hematopoietic stem cell,IL6,cytokine,Negative,1,2.15
CL_0000540,neuron,IL7,cytokine,Negative,1,2.99
CL_0000849,crypt olfactory receptor neuron,TGFB,cytokine,Positive,1,27.1
CL_0000235,macrophage,CXCL12,cytokine,Unknown,1,0.27
CL_0000145,professional antigen presenting cell,IL21,cytokine,Unknown,1,19.87
CL_0000136,fat cell,CCL18,cytokine,Positive,1,25.62
CL_0000576,monocyte,IL1RN,cytokine,Unknown,1,1.13
CL_0000545,T-helper 1 cell,SPP1,cytokine,Negative,1,10.92
CL_0000897,"CD4-positive, alpha-beta memory T cell",IL2,cytokine,Unknown,1,18.86
CL_0000312,keratinocyte,CSF2,cytokine,Unknown,1,0.59
CL_0000056,myoblast,IL6,cytokine,Negative,1,4.54
CL_0000307,tracheal epithelial cell,IL22,cytokine,Unknown,1,851.5
CL_0002410,pancreatic stellate cell,TGFB,cytokine,Positive,1,18.07
CL_0000771,eosinophil,CXCL10,cytokine,Negative,1,5.18
CL_0000813,memory T cell,IL1B,cytokine,Positive,1,2.2
CL_0000540,neuron,CXCL10,cytokine,Unknown,1,4.2
CL_0000236,B cell,IL6,cytokine,Negative,1,0.26
CL_0000138,chondrocyte,SPP1,cytokine,Positive,1,2.12
CL_0002231,epithelial cell of prostate,IL6,cytokine,Positive,1,5.44
CL_0000746,cardiac muscle cell,IL11,cytokine,Positive,1,21.9
CL_0000902,induced T-regulatory cell,IL6,cytokine,Unknown,1,4.63
CL_0000775,neutrophil,IL23,cytokine,Unknown,1,1.81
CL_0000911,effector T cell,IL22,cytokine,Positive,1,10.58
CL_0000235,macrophage,TNFSF15,cytokine,Positive,1,1.1
CL_0000763,myeloid cell,IL15,cytokine,Negative,1,14.79
CL_0000092,osteoclast,IL18,cytokine,Positive,1,0.88
CL_0000057,fibroblast,PDGFB,cytokine,Unknown,1,12
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CD40LG,cytokine,Positive,1,0.29
CL_0000738,leukocyte,CCL11,cytokine,Positive,1,0.49
CL_0002619,adult endothelial progenitor cell,IL10,cytokine,Negative,1,11.58
CL_0000625,"CD8-positive, alpha-beta T cell",XCL1,cytokine,Positive,1,8.06
CL_0000066,epithelial cell,IL1B,cytokine,Unknown,1,0.71
CL_0002092,bone marrow cell,XCL1,cytokine,Positive,1,81.1
CL_0000558,reticulocyte,GDF15,cytokine,Unknown,1,90.58
CL_0000187,muscle cell,IFNG,cytokine,Negative,1,4.97
CL_0002363,keratocyte,IL17A,cytokine,Positive,1,18.31
CL_0000096,mature neutrophil,IL1RN,cytokine,Positive,1,10.86
CL_0000499,stromal cell,FGF2,cytokine,Negative,1,3.52
CL_0000115,endothelial cell,TGFA,cytokine,Positive,1,1.08
CL_0000784,plasmacytoid dendritic cell,CCL22,cytokine,Positive,1,24.24
CL_0000362,epidermal cell,IL1,cytokine,Positive,1,3.87
CL_0000077,mesothelial cell,IL2,cytokine,Positive,1,3.68
CL_1001319,bladder cell,IL1,cytokine,Unknown,1,15.59
